booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
Jul132224561RT113,24561,2022-07-10,2022-07-13,2022-07-15,2.0,RT1,DeBookkarus,2.0,Checked Out,975,975
Jul132224561RT114,24561,2022-07-12,2022-07-13,2022-07-15,2.0,RT1,Eventica Travels,1.0,Checked Out,975,975
Jul132224561RT115,24561,2022-07-10,2022-07-13,2022-07-14,4.0,RT1,Direct Offline,3.0,Checked Out,1170,1170
Jul132224561RT116,24561,2022-07-06,2022-07-13,2022-07-14,2.0,RT1,DeBookkarus,3.0,Checked Out,975,975
Jul132224561RT117,24561,2022-07-10,2022-07-13,2022-07-16,2.0,RT1,Direct Online,,Checked Out,975,975
Jul132224561RT118,24561,2022-07-11,2022-07-13,2022-07-18,1.0,RT1,Bookkaru,4.0,Checked Out,975,975
Jul132224561RT119,24561,2022-07-07,2022-07-13,2022-07-15,2.0,RT1,Direct Offline,3.0,Checked Out,975,975
Jul132224561RT120,24561,2022-07-09,2022-07-13,2022-07-19,4.0,RT1,Bookings_Com,,Cancelled,1170,468
Jul132224561RT21,24561,2022-07-06,2022-07-13,2022-07-14,1.0,RT2,Bookings_Com,3.0,Checked Out,1350,1350
Jul132224561RT22,24561,2022-07-11,2022-07-13,2022-07-14,2.0,RT2,DeBookkarus,,Checked Out,1350,1350
Jul132224561RT23,24561,2022-07-11,2022-07-13,2022-07-17,2.0,RT2,Direct Online,2.0,Checked Out,1350,1350
Jul132224561RT24,24561,2022-07-11,2022-07-13,2022-07-14,3.0,RT2,Bookkaru,,Checked Out,1485,1485
Jul132224561RT25,24561,2022-07-09,2022-07-13,2022-07-15,2.0,RT2,Bookkaru,4.0,Checked Out,1350,1350
Jul132224561RT26,24561,2022-07-11,2022-07-13,2022-07-14,2.0,RT2,Direct Offline,,Cancelled,1350,540
Jul132224561RT27,24561,2022-07-06,2022-07-13,2022-07-15,2.0,RT2,Others,,Checked Out,1350,1350
Jul132224561RT28,24561,2022-07-09,2022-07-13,2022-07-19,2.0,RT2,DeBookkarus,3.0,Checked Out,1350,1350
Jul132224561RT29,24561,2022-07-12,2022-07-13,2022-07-14,2.0,RT2,Direct Online,,Cancelled,1350,540
Jul132224561RT210,24561,2022-07-07,2022-07-13,2022-07-18,4.0,RT2,Others,4.0,Checked Out,1620,1620
Jul132224561RT211,24561,2022-07-11,2022-07-13,2022-07-18,2.0,RT2,Others,,No Show,1350,1350
Jul132224561RT212,24561,2022-07-09,2022-07-13,2022-07-15,2.0,RT2,DeBookkarus,3.0,Checked Out,1350,1350
Jul132224561RT213,24561,2022-07-10,2022-07-13,2022-07-18,2.0,RT2,Others,4.0,Checked Out,1350,1350
Jul132224561RT214,24561,2022-07-10,2022-07-13,2022-07-14,1.0,RT2,Direct Online,,Checked Out,1350,1350
Jul132224561RT215,24561,2022-07-09,2022-07-13,2022-07-14,4.0,RT2,Bookings_Com,,Cancelled,1620,648
Jul132224561RT216,24561,2022-07-10,2022-07-13,2022-07-14,3.0,RT2,DeBookkarus,,Checked Out,1485,1485
Jul132224561RT217,24561,2022-07-07,2022-07-13,2022-07-18,2.0,RT2,Others,,Cancelled,1350,540
Jul132224561RT218,24561,2022-07-07,2022-07-13,2022-07-14,1.0,RT2,Bookings_Com,,Checked Out,1350,1350
Jul132224561RT219,24561,2022-07-10,2022-07-13,2022-07-15,2.0,RT2,Others,,Cancelled,1350,540
Jul132224561RT220,24561,2022-07-08,2022-07-13,2022-07-18,1.0,RT2,Others,1.0,Checked Out,1350,1350
Jul132224561RT221,24561,2022-07-10,2022-07-13,2022-07-16,2.0,RT2,Others,,Checked Out,1350,1350
Jul132224561RT222,24561,2022-07-06,2022-07-13,2022-07-19,2.0,RT2,Direct Offline,,No Show,1350,1350
Jul132224561RT223,24561,2022-07-09,2022-07-13,2022-07-14,2.0,RT2,Others,,Cancelled,1350,540
Jul132224561RT224,24561,2022-07-08,2022-07-13,2022-07-15,2.0,RT2,DeBookkarus,2.0,Checked Out,1350,1350
Jul132224561RT31,24561,2022-07-10,2022-07-13,2022-07-14,3.0,RT3,DeBookkarus,,Checked Out,1980,1980
Jul132224561RT32,24561,2022-07-09,2022-07-13,2022-07-17,2.0,RT3,Others,,Checked Out,1800,1800
Jul132224561RT33,24561,2022-07-11,2022-07-13,2022-07-14,2.0,RT3,Others,4.0,Checked Out,1800,1800
Jul132224561RT34,24561,2022-07-09,2022-07-13,2022-07-18,4.0,RT3,Others,,No Show,2160,2160
Jul132224561RT35,24561,2022-07-07,2022-07-13,2022-07-15,2.0,RT3,Direct Online,,Checked Out,1800,1800
Jul132224561RT36,24561,2022-07-09,2022-07-13,2022-07-16,2.0,RT3,Others,3.0,Checked Out,1800,1800
Jul132224561RT37,24561,2022-07-11,2022-07-13,2022-07-14,2.0,RT3,Others,,Checked Out,1800,1800
Jul132224561RT38,24561,2022-07-11,2022-07-13,2022-07-19,3.0,RT3,Others,,Checked Out,1980,1980
Jul132224561RT39,24561,2022-07-12,2022-07-13,2022-07-19,3.0,RT3,Eventica Travels,3.0,Checked Out,1980,1980
Jul132224561RT310,24561,2022-07-08,2022-07-13,2022-07-17,2.0,RT3,Others,,Checked Out,1800,1800
Jul132224561RT311,24561,2022-07-08,2022-07-13,2022-07-19,2.0,RT3,Others,,Checked Out,1800,1800
Jul132224561RT312,24561,2022-07-09,2022-07-13,2022-07-14,2.0,RT3,Eventica Travels,3.0,Checked Out,1800,1800
Jul132224561RT313,24561,2022-06-19,2022-07-13,2022-07-14,6.0,RT3,Others,3.0,Checked Out,2520,2520
Jul132224561RT314,24561,2022-07-08,2022-07-13,2022-07-19,2.0,RT3,DeBookkarus,,Checked Out,1800,1800
Jul132224561RT41,24561,2022-07-11,2022-07-13,2022-07-16,2.0,RT4,Others,,Checked Out,2850,2850
Jul132224561RT42,24561,2022-07-10,2022-07-13,2022-07-18,2.0,RT4,Others,,Checked Out,2850,2850
Jul132224561RT43,24561,2022-07-08,2022-07-13,2022-07-14,2.0,RT4,Direct Online,,Cancelled,2850,1140
Jul132224561RT44,24561,2022-07-10,2022-07-13,2022-07-15,2.0,RT4,Bookkaru,4.0,Checked Out,2850,2850
Jul132224562RT11,24562,2022-07-11,2022-07-13,2022-07-14,1.0,RT1,Others,,Cancelled,975,390
Jul132224562RT12,24562,2022-07-09,2022-07-13,2022-07-14,2.0,RT1,Direct Online,,Checked Out,975,975
Jul132224562RT13,24562,2022-07-11,2022-07-13,2022-07-15,2.0,RT1,Others,,Checked Out,975,975
Jul132224562RT14,24562,2022-07-08,2022-07-13,2022-07-14,3.0,RT1,DeBookkarus,3.0,Checked Out,1072,1072
Jul132224562RT15,24562,2022-06-23,2022-07-13,2022-07-15,2.0,RT1,Direct Online,5.0,Checked Out,975,975
Jul132224562RT16,24562,2022-07-11,2022-07-13,2022-07-14,4.0,RT1,Others,,Checked Out,1170,1170
Jul132224562RT17,24562,2022-07-11,2022-07-13,2022-07-19,2.0,RT1,Bookings_Com,,Checked Out,975,975
Jul132224562RT18,24562,2022-07-08,2022-07-13,2022-07-18,2.0,RT1,Others,,Cancelled,975,390
Jul132224562RT19,24562,2022-07-08,2022-07-13,2022-07-19,2.0,RT1,Bookkaru,,Checked Out,975,975
Jul132224562RT110,24562,2022-07-10,2022-07-13,2022-07-14,1.0,RT1,Others,,Cancelled,975,390
Jul132224562RT111,24562,2022-07-07,2022-07-13,2022-07-18,2.0,RT1,Others,5.0,Checked Out,975,975
Jul132224562RT112,24562,2022-07-10,2022-07-13,2022-07-19,2.0,RT1,Direct Online,4.0,Checked Out,975,975
Jul132224562RT113,24562,2022-07-08,2022-07-13,2022-07-15,2.0,RT1,DeBookkarus,,Checked Out,975,975
Jul132224562RT114,24562,2022-06-22,2022-07-13,2022-07-15,2.0,RT1,Direct Online,4.0,Checked Out,975,975
Jul132224562RT115,24562,2022-07-12,2022-07-13,2022-07-16,2.0,RT1,Eventica Travels,,Checked Out,975,975
Jul132224562RT116,24562,2022-07-08,2022-07-13,2022-07-15,2.0,RT1,DeBookkarus,,Checked Out,975,975
Jul132224562RT117,24562,2022-07-09,2022-07-13,2022-07-14,2.0,RT1,DeBookkarus,,Checked Out,975,975
Jul132224562RT118,24562,2022-07-12,2022-07-13,2022-07-14,2.0,RT1,Direct Online,,Cancelled,975,390
Jul132224562RT119,24562,2022-07-09,2022-07-13,2022-07-18,2.0,RT1,DeBookkarus,,Cancelled,975,390
Jul132224562RT21,24562,2022-07-08,2022-07-13,2022-07-15,4.0,RT2,Direct Online,,Cancelled,1620,648
Jul132224562RT22,24562,2022-07-06,2022-07-13,2022-07-18,3.0,RT2,Direct Offline,,Checked Out,1485,1485
Jul132224562RT23,24562,2022-07-08,2022-07-13,2022-07-16,2.0,RT2,Direct Online,5.0,Checked Out,1350,1350
Jul132224562RT24,24562,2022-07-06,2022-07-13,2022-07-18,2.0,RT2,Others,,Cancelled,1350,540
Jul132224562RT25,24562,2022-06-22,2022-07-13,2022-07-15,2.0,RT2,DeBookkarus,,Checked Out,1350,1350
Jul132224562RT26,24562,2022-07-10,2022-07-13,2022-07-19,2.0,RT2,Others,,Cancelled,1350,540
Jul132224562RT27,24562,2022-07-13,2022-07-13,2022-07-16,2.0,RT2,DeBookkarus,,Cancelled,1350,540
Jul132224562RT28,24562,2022-07-13,2022-07-13,2022-07-16,2.0,RT2,Others,,Checked Out,1350,1350
Jul132224562RT29,24562,2022-07-09,2022-07-13,2022-07-15,2.0,RT2,Bookings_Com,,Cancelled,1350,540
Jul132224562RT210,24562,2022-07-09,2022-07-13,2022-07-15,2.0,RT2,Bookkaru,,Checked Out,1350,1350
Jul132224562RT211,24562,2022-07-10,2022-07-13,2022-07-18,1.0,RT2,Others,5.0,Checked Out,1350,1350
Jul132224562RT212,24562,2022-07-11,2022-07-13,2022-07-14,2.0,RT2,Others,,Checked Out,1350,1350
Jul132224562RT213,24562,2022-07-08,2022-07-13,2022-07-18,3.0,RT2,Others,,Checked Out,1485,1485
Jul132224562RT31,24562,2022-07-10,2022-07-13,2022-07-19,2.0,RT3,DeBookkarus,,Cancelled,1800,720
Jul132224562RT32,24562,2022-07-09,2022-07-13,2022-07-14,2.0,RT3,Others,5.0,Checked Out,1800,1800
Jul132224562RT33,24562,2022-07-11,2022-07-13,2022-07-14,3.0,RT3,Direct Online,5.0,Checked Out,1980,1980
Jul132224562RT34,24562,2022-07-08,2022-07-13,2022-07-16,1.0,RT3,DeBookkarus,,Checked Out,1800,1800
Jul132224562RT35,24562,2022-07-11,2022-07-13,2022-07-14,2.0,RT3,Others,,Cancelled,1800,720
Jul132224562RT36,24562,2022-07-09,2022-07-13,2022-07-14,2.0,RT3,Bookkaru,,Checked Out,1800,1800
Jul132224562RT37,24562,2022-07-10,2022-07-13,2022-07-14,2.0,RT3,Others,1.0,Checked Out,1800,1800
Jul132224562RT38,24562,2022-07-10,2022-07-13,2022-07-14,6.0,RT3,Others,,Cancelled,2520,1008
Jul132224562RT39,24562,2022-06-22,2022-07-13,2022-07-15,2.0,RT3,Others,3.0,Checked Out,1800,1800
Jul132224562RT310,24562,2022-07-10,2022-07-13,2022-07-14,2.0,RT3,Direct Online,4.0,Checked Out,1800,1800
Jul132224562RT311,24562,2022-07-08,2022-07-13,2022-07-14,5.0,RT3,Eventica Travels,5.0,Checked Out,2340,2340
Jul132224562RT312,24562,2022-07-11,2022-07-13,2022-07-18,2.0,RT3,DeBookkarus,,Checked Out,1800,1800
Jul132224562RT313,24562,2022-07-07,2022-07-13,2022-07-15,2.0,RT3,DeBookkarus,,Cancelled,1800,720
Jul132224562RT314,24562,2022-07-11,2022-07-13,2022-07-14,2.0,RT3,DeBookkarus,,Cancelled,1800,720
Jul132224562RT315,24562,2022-07-10,2022-07-13,2022-07-19,3.0,RT3,Others,3.0,Checked Out,1980,1980
Jul132224562RT316,24562,2022-07-07,2022-07-13,2022-07-14,1.0,RT3,Eventica Travels,5.0,Checked Out,1800,1800
Jul132224562RT317,24562,2022-07-12,2022-07-13,2022-07-15,2.0,RT3,Others,5.0,Checked Out,1800,1800
Jul132224562RT318,24562,2022-07-08,2022-07-13,2022-07-15,1.0,RT3,DeBookkarus,,Cancelled,1800,720
Jul132224562RT319,24562,2022-07-11,2022-07-13,2022-07-16,2.0,RT3,Direct Online,,Cancelled,1800,720
Jul132224562RT41,24562,2022-07-11,2022-07-13,2022-07-15,2.0,RT4,Direct Online,,Checked Out,2850,2850
Jul132224562RT42,24562,2022-07-09,2022-07-13,2022-07-17,1.0,RT4,Direct Offline,,Checked Out,2850,2850
Jul132224562RT43,24562,2022-07-07,2022-07-13,2022-07-18,6.0,RT4,Eventica Travels,,Cancelled,3990,1596
Jul132224562RT44,24562,2022-07-11,2022-07-13,2022-07-15,2.0,RT4,Others,,Cancelled,2850,1140
Jul132224562RT45,24562,2022-07-11,2022-07-13,2022-07-14,2.0,RT4,Others,,No Show,2850,2850
Jul132224562RT46,24562,2022-07-09,2022-07-13,2022-07-14,3.0,RT4,DeBookkarus,3.0,Checked Out,3135,3135
Jul132224562RT47,24562,2022-07-11,2022-07-13,2022-07-14,1.0,RT4,DeBookkarus,4.0,Checked Out,2850,2850
Jul132224562RT48,24562,2022-07-09,2022-07-13,2022-07-15,2.0,RT4,Others,5.0,Checked Out,2850,2850
Jul132224562RT49,24562,2022-07-07,2022-07-13,2022-07-14,2.0,RT4,Others,5.0,Checked Out,2850,2850
Jul132224563RT11,24563,2022-07-13,2022-07-13,2022-07-14,4.0,RT1,Others,,No Show,1170,1170
Jul132224563RT12,24563,2022-07-13,2022-07-13,2022-07-14,2.0,RT1,Bookings_Com,,Checked Out,975,975
Jul132224563RT13,24563,2022-07-13,2022-07-13,2022-07-14,3.0,RT1,Others,3.0,Checked Out,1072,1072
Jul132224563RT14,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT1,Eventica Travels,,Checked Out,975,975
Jul132224563RT15,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT1,Others,,Cancelled,975,390
Jul132224563RT16,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT1,Others,1.0,Checked Out,975,975
Jul132224563RT17,24563,2022-07-11,2022-07-13,2022-07-15,1.0,RT1,DeBookkarus,,No Show,975,975
Jul132224563RT18,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT1,Direct Offline,,Cancelled,975,390
Jul132224563RT19,24563,2022-07-13,2022-07-13,2022-07-15,1.0,RT1,Others,,Cancelled,975,390
Jul132224563RT110,24563,2022-07-07,2022-07-13,2022-07-15,1.0,RT1,Others,3.0,Checked Out,975,975
Jul132224563RT111,24563,2022-07-12,2022-07-13,2022-07-14,1.0,RT1,Bookings_Com,,Cancelled,975,390
Jul132224563RT112,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT1,Direct Online,,Checked Out,975,975
Jul132224563RT113,24563,2022-07-12,2022-07-13,2022-07-14,1.0,RT1,Direct Online,,Checked Out,975,975
Jul132224563RT114,24563,2022-07-13,2022-07-13,2022-07-15,1.0,RT1,Others,,Checked Out,975,975
Jul132224563RT115,24563,2022-07-11,2022-07-13,2022-07-14,2.0,RT1,Others,,Checked Out,975,975
Jul132224563RT116,24563,2022-07-11,2022-07-13,2022-07-14,1.0,RT1,Direct Online,,Checked Out,975,975
Jul132224563RT117,24563,2022-07-11,2022-07-13,2022-07-14,1.0,RT1,Bookkaru,,Checked Out,975,975
Jul132224563RT21,24563,2022-07-10,2022-07-13,2022-07-14,1.0,RT2,DeBookkarus,,Checked Out,1350,1350
Jul132224563RT22,24563,2022-07-13,2022-07-13,2022-07-14,4.0,RT2,DeBookkarus,,No Show,1620,1620
Jul132224563RT23,24563,2022-07-13,2022-07-13,2022-07-17,2.0,RT2,Eventica Travels,2.0,Checked Out,1350,1350
Jul132224563RT24,24563,2022-07-07,2022-07-13,2022-07-14,4.0,RT2,Others,,Checked Out,1620,1620
Jul132224563RT25,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT2,DeBookkarus,,Checked Out,1350,1350
Jul132224563RT26,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT2,Others,,Cancelled,1350,540
Jul132224563RT27,24563,2022-07-11,2022-07-13,2022-07-14,1.0,RT2,Others,,Cancelled,1350,540
Jul132224563RT28,24563,2022-07-13,2022-07-13,2022-07-15,3.0,RT2,DeBookkarus,,Checked Out,1485,1485
Jul132224563RT29,24563,2022-07-13,2022-07-13,2022-07-18,2.0,RT2,Others,3.0,Checked Out,1350,1350
Jul132224563RT210,24563,2022-07-13,2022-07-13,2022-07-15,1.0,RT2,Bookings_Com,,Checked Out,1350,1350
Jul132224563RT211,24563,2022-07-09,2022-07-13,2022-07-14,3.0,RT2,Others,,Cancelled,1485,594
Jul132224563RT212,24563,2022-07-13,2022-07-13,2022-07-16,1.0,RT2,Bookkaru,3.0,Checked Out,1350,1350
Jul132224563RT213,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT2,Others,,Checked Out,1350,1350
Jul132224563RT214,24563,2022-07-12,2022-07-13,2022-07-14,2.0,RT2,DeBookkarus,3.0,Checked Out,1350,1350
Jul132224563RT215,24563,2022-07-11,2022-07-13,2022-07-14,2.0,RT2,Eventica Travels,4.0,Checked Out,1350,1350
Jul132224563RT216,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT2,Bookkaru,4.0,Checked Out,1350,1350
Jul132224563RT217,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT2,Others,3.0,Checked Out,1350,1350
Jul132224563RT218,24563,2022-07-11,2022-07-13,2022-07-15,1.0,RT2,Others,,No Show,1350,1350
Jul132224563RT219,24563,2022-07-08,2022-07-13,2022-07-15,1.0,RT2,Eventica Travels,2.0,Checked Out,1350,1350
Jul132224563RT220,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT2,DeBookkarus,,Cancelled,1350,540
Jul132224563RT221,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT2,Eventica Travels,,Checked Out,1350,1350
Jul132224563RT222,24563,2022-07-12,2022-07-13,2022-07-14,1.0,RT2,Bookings_Com,2.0,Checked Out,1350,1350
Jul132224563RT31,24563,2022-07-12,2022-07-13,2022-07-14,1.0,RT3,DeBookkarus,3.0,Checked Out,1800,1800
Jul132224563RT32,24563,2022-06-22,2022-07-13,2022-07-14,2.0,RT3,Direct Online,3.0,Checked Out,1800,1800
Jul132224563RT33,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT3,Others,4.0,Checked Out,1800,1800
Jul132224563RT34,24563,2022-07-12,2022-07-13,2022-07-14,1.0,RT3,Others,,Cancelled,1800,720
Jul132224563RT35,24563,2022-06-22,2022-07-13,2022-07-14,1.0,RT3,Others,3.0,Checked Out,1800,1800
Jul132224563RT36,24563,2022-07-07,2022-07-13,2022-07-14,4.0,RT3,Others,3.0,Checked Out,2160,2160
Jul132224563RT37,24563,2022-07-13,2022-07-13,2022-07-15,2.0,RT3,DeBookkarus,,Cancelled,1800,720
Jul132224563RT38,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT3,Bookings_Com,,Cancelled,1800,720
Jul132224563RT39,24563,2022-07-12,2022-07-13,2022-07-14,1.0,RT3,DeBookkarus,,Cancelled,1800,720
Jul132224563RT310,24563,2022-07-13,2022-07-13,2022-07-15,3.0,RT3,Bookings_Com,5.0,Checked Out,1980,1980
Jul132224563RT311,24563,2022-07-12,2022-07-13,2022-07-14,2.0,RT3,Direct Online,,Cancelled,1800,720
Jul132224563RT312,24563,2022-07-13,2022-07-13,2022-07-14,2.0,RT3,Bookings_Com,,Checked Out,1800,1800
Jul132224563RT313,24563,2022-07-09,2022-07-13,2022-07-16,2.0,RT3,Direct Online,,Checked Out,1800,1800
Jul132224563RT314,24563,2022-07-11,2022-07-13,2022-07-14,1.0,RT3,Others,,Checked Out,1800,1800
Jul132224563RT315,24563,2022-07-13,2022-07-13,2022-07-14,1.0,RT3,Others,3.0,Checked Out,1800,1800
Jul132224563RT316,24563,2022-07-11,2022-07-13,2022-07-16,3.0,RT3,DeBookkarus,,Cancelled,1980,792
Jul132224563RT41,24563,2022-07-12,2022-07-13,2022-07-14,5.0,RT4,Others,3.0,Checked Out,3705,3705
Jul132224563RT42,24563,2022-07-12,2022-07-13,2022-07-15,1.0,RT4,Others,,Checked Out,2850,2850
Jul132224563RT43,24563,2022-07-13,2022-07-13,2022-07-15,1.0,RT4,Others,,Checked Out,2850,2850
Jul132222564RT11,22564,2022-07-12,2022-07-13,2022-07-15,1.0,RT1,Others,3.0,Checked Out,1105,1105
Jul132222564RT12,22564,2022-07-11,2022-07-13,2022-07-14,1.0,RT1,Bookkaru,,Checked Out,1105,1105
Jul132222564RT13,22564,2022-07-09,2022-07-13,2022-07-17,1.0,RT1,Others,,Checked Out,1105,1105
Jul132222564RT14,22564,2022-07-11,2022-07-13,2022-07-14,1.0,RT1,Bookkaru,,Cancelled,1105,442
Jul132222564RT15,22564,2022-07-13,2022-07-13,2022-07-14,2.0,RT1,Direct Online,,Checked Out,1105,1105
Jul132222564RT16,22564,2022-07-13,2022-07-13,2022-07-14,1.0,RT1,DeBookkarus,,Checked Out,1105,1105
Jul132222564RT21,22564,2022-07-13,2022-07-13,2022-07-14,1.0,RT2,Others,,Cancelled,1530,612
Jul132222564RT22,22564,2022-07-13,2022-07-13,2022-07-14,1.0,RT2,Others,3.0,Checked Out,1530,1530
Jul132222564RT23,22564,2022-07-12,2022-07-13,2022-07-14,1.0,RT2,Bookkaru,,Checked Out,1530,1530
Jul132222564RT24,22564,2022-07-12,2022-07-13,2022-07-15,1.0,RT2,Others,3.0,Checked Out,1530,1530
Jul132222564RT25,22564,2022-07-13,2022-07-13,2022-07-15,1.0,RT2,Bookings_Com,,Checked Out,1530,1530
Jul132222564RT26,22564,2022-07-06,2022-07-13,2022-07-14,1.0,RT2,Others,,Checked Out,1530,1530
Jul132222564RT27,22564,2022-07-11,2022-07-13,2022-07-16,2.0,RT2,Direct Offline,,Cancelled,1530,612
Jul132222564RT28,22564,2022-07-12,2022-07-13,2022-07-14,2.0,RT2,Eventica Travels,2.0,Checked Out,1530,1530
Jul132222564RT29,22564,2022-07-10,2022-07-13,2022-07-15,1.0,RT2,Others,4.0,Checked Out,1530,1530
Jul132222564RT210,22564,2022-07-13,2022-07-13,2022-07-15,2.0,RT2,DeBookkarus,,Cancelled,1530,612
Jul132222564RT211,22564,2022-07-13,2022-07-13,2022-07-14,1.0,RT2,Bookings_Com,,Cancelled,1530,612
Jul132222564RT212,22564,2022-06-22,2022-07-13,2022-07-19,1.0,RT2,Bookings_Com,,Checked Out,1530,1530
Jul132222564RT213,22564,2022-07-12,2022-07-13,2022-07-16,1.0,RT2,Bookings_Com,,Checked Out,1530,1530
Jul132222564RT214,22564,2022-07-12,2022-07-13,2022-07-14,1.0,RT2,Others,,Checked Out,1530,1530
Jul132222564RT215,22564,2022-07-12,2022-07-13,2022-07-14,1.0,RT2,Others,5.0,Checked Out,1530,1530
Jul132222564RT216,22564,2022-07-12,2022-07-13,2022-07-14,4.0,RT2,DeBookkarus,2.0,Checked Out,1836,1836
Jul132222564RT31,22564,2022-07-12,2022-07-13,2022-07-14,1.0,RT3,Eventica Travels,,Checked Out,2040,2040
Jul132222564RT32,22564,2022-07-07,2022-07-13,2022-07-15,1.0,RT3,Eventica Travels,,Cancelled,2040,816
Jul132222564RT33,22564,2022-07-09,2022-07-13,2022-07-14,1.0,RT3,Others,,Cancelled,2040,816
Jul132222564RT34,22564,2022-06-22,2022-07-13,2022-07-14,1.0,RT3,Direct Online,,Cancelled,2040,816
Jul132222564RT35,22564,2022-07-11,2022-07-13,2022-07-14,1.0,RT3,Bookings_Com,3.0,Checked Out,2040,2040
Jul132222564RT36,22564,2022-07-13,2022-07-13,2022-07-15,2.0,RT3,Others,1.0,Checked Out,2040,2040
Jul132222564RT37,22564,2022-07-10,2022-07-13,2022-07-14,1.0,RT3,Bookkaru,1.0,Checked Out,2040,2040
Jul132222564RT38,22564,2022-07-13,2022-07-13,2022-07-14,4.0,RT3,Others,,Checked Out,2448,2448
Jul132222564RT39,22564,2022-07-13,2022-07-13,2022-07-14,6.0,RT3,DeBookkarus,,Cancelled,2856,1142
Jul132222564RT310,22564,2022-07-11,2022-07-13,2022-07-14,1.0,RT3,Bookings_Com,,Cancelled,2040,816
Jul132222564RT311,22564,2022-07-12,2022-07-13,2022-07-15,6.0,RT3,Direct Online,2.0,Checked Out,2856,2856
Jul132222564RT41,22564,2022-07-10,2022-07-13,2022-07-15,1.0,RT4,Direct Offline,1.0,Checked Out,3230,3230
Jul132222564RT42,22564,2022-07-11,2022-07-13,2022-07-14,1.0,RT4,Others,2.0,Checked Out,3230,3230
Jul132222564RT43,22564,2022-07-10,2022-07-13,2022-07-14,1.0,RT4,Others,,Cancelled,3230,1292
Jul132222564RT44,22564,2022-07-10,2022-07-13,2022-07-16,1.0,RT4,Others,,No Show,3230,3230
Jul132222564RT45,22564,2022-07-11,2022-07-13,2022-07-14,1.0,RT4,Bookings_Com,2.0,Checked Out,3230,3230
Jul132222564RT46,22564,2022-07-11,2022-07-13,2022-07-19,1.0,RT4,Others,,Cancelled,3230,1292
Jul142221558RT11,21558,2022-07-12,2022-07-14,2022-07-18,1.0,RT1,Others,4.0,Checked Out,910,910
Jul142221558RT12,21558,2022-07-11,2022-07-14,2022-07-16,2.0,RT1,Direct Online,5.0,Checked Out,910,910
Jul142221558RT13,21558,2022-07-08,2022-07-14,2022-07-15,4.0,RT1,Others,,Checked Out,1092,1092
Jul142221558RT14,21558,2022-06-23,2022-07-14,2022-07-20,4.0,RT1,DeBookkarus,,Cancelled,1092,437
Jul142221558RT15,21558,2022-07-10,2022-07-14,2022-07-15,2.0,RT1,Others,5.0,Checked Out,910,910
Jul142221558RT16,21558,2022-07-11,2022-07-14,2022-07-16,2.0,RT1,Others,,Checked Out,910,910
Jul142221558RT17,21558,2022-07-12,2022-07-14,2022-07-18,2.0,RT1,DeBookkarus,,Cancelled,910,364
Jul142221558RT18,21558,2022-07-12,2022-07-14,2022-07-16,2.0,RT1,Others,,Cancelled,910,364
Jul142221558RT19,21558,2022-07-11,2022-07-14,2022-07-16,2.0,RT1,Others,,Checked Out,910,910
Jul142221558RT110,21558,2022-06-23,2022-07-14,2022-07-15,3.0,RT1,Eventica Travels,,Checked Out,1001,1001
Jul142221558RT111,21558,2022-07-11,2022-07-14,2022-07-19,2.0,RT1,Direct Offline,5.0,Checked Out,910,910
Jul142221558RT112,21558,2022-07-13,2022-07-14,2022-07-15,3.0,RT1,Eventica Travels,,Checked Out,1001,1001
Jul142221558RT113,21558,2022-07-12,2022-07-14,2022-07-15,4.0,RT1,Others,,Cancelled,1092,437
Jul142221558RT21,21558,2022-07-14,2022-07-14,2022-07-15,4.0,RT2,Others,,Checked Out,1512,1512
Jul142221558RT22,21558,2022-07-12,2022-07-14,2022-07-19,2.0,RT2,Others,3.0,Checked Out,1260,1260
Jul142221558RT23,21558,2022-07-13,2022-07-14,2022-07-15,2.0,RT2,Others,4.0,Checked Out,1260,1260
Jul142221558RT24,21558,2022-07-10,2022-07-14,2022-07-16,3.0,RT2,DeBookkarus,,Checked Out,1386,1386
Jul142221558RT25,21558,2022-06-20,2022-07-14,2022-07-20,1.0,RT2,Bookkaru,,Cancelled,1260,504
Jul142221558RT26,21558,2022-07-08,2022-07-14,2022-07-15,2.0,RT2,Eventica Travels,5.0,Checked Out,1260,1260
Jul142221558RT27,21558,2022-07-11,2022-07-14,2022-07-20,2.0,RT2,Eventica Travels,5.0,Checked Out,1260,1260
Jul142221558RT28,21558,2022-07-11,2022-07-14,2022-07-19,4.0,RT2,DeBookkarus,,Cancelled,1512,605
